tag,content,counts,link_next,link_prev,label
html body text title  ,"简单道理捅破""飞人""神话 耐克鞋的气垫""伤机""_商业频道",6,0,0,0
html body text div div div form a  ,通行证,39,1,0,0
html body text div div div form  ,：用户名,40,1,1,0
html body text div div div form  ,密码,42,1,1,0
html body text div div div div a  ,首页,51,1,1,0
html body text div div div div  ,-,52,1,1,0
html body text div div div div a  ,新闻,54,1,1,0
html body text div div div div  ,-,55,1,1,0
html body text div div div div a  ,免费邮箱,57,1,1,0
html body text div div div div  ,-,58,1,1,0
html body text div div div div a  ,短信,60,1,1,0
html body text div div div div  ,-,61,1,1,0
html body text div div div div a  ,POPO,63,1,1,0
html body text div div div div  ,-,64,1,1,0
html body text div div div div a  ,相册,66,1,1,0
html body text div div div div  ,-,67,1,1,0
html body text div div div div a  ,搜索,69,1,1,0
html body text div div div div  ,-,70,1,1,0
html body text div div div div a  ,交友,72,1,1,0
html body text div div div div  ,-,73,1,1,0
html body text div div div div a  ,拍卖,75,0,1,0
html body text div div div div ul li a  ,新闻,94,1,0,0
html body text div div div div ul li a  ,体育,98,1,1,0
html body text div div div div ul li a  ,娱乐,102,1,1,0
html body text div div div div ul li a  ,财经,106,1,1,0
html body text div div div div ul li  ,商业,109,1,1,0
html body text div div div div ul li a  ,科技,113,1,1,0
html body text div div div div ul li a  ,汽车,117,1,1,0
html body text div div div div ul li a  ,数码,121,1,1,0
html body text div div div div ul li a  ,女人,125,1,1,0
html body text div div div div ul li a  ,健康,129,1,1,0
html body text div div div div ul li a  ,教育,133,1,1,0
html body text div div div div ul li a  ,文化,137,1,1,0
html body text div div div div ul li a  ,旅游,141,1,1,0
html body text div div div div ul li a  ,军事,145,1,1,0
html body text div div div div ul li a span  ,部落,150,1,1,0
html body text div div div div ul li a  ,评论,154,1,1,0
html body text div div div div ul li a  ,NBA,158,1,1,0
html body text div div div div ul li a  ,明星,162,1,1,0
html body text div div div div ul li a  ,证券,166,1,1,0
html body text div div div div ul li a  ,基金,170,1,1,0
html body text div div div div ul li a  ,探索,174,1,1,0
html body text div div div div ul li a  ,房产,178,1,1,0
html body text div div div div ul li a  ,手机,182,1,1,0
html body text div div div div ul li a  ,时尚,186,1,1,0
html body text div div div div ul li a  ,两性,190,1,1,0
html body text div div div div ul li a  ,培训,194,1,1,0
html body text div div div div ul li a  ,电影,198,1,1,0
html body text div div div div ul li a  ,游戏,202,1,1,0
html body text div div div div ul li a  ,拍卖,206,1,1,0
html body text div div div div ul li a  ,论坛,210,0,1,0
html body text div div div div a  ,煤气初装费非法,240,1,0,0
html body text div div div div a  ,李振宁建言救市,244,1,1,0
html body text div div div div a  ,少买房 多买股!,248,0,1,0
html body text div div div div a  ,鸟儿是怎样相爱的,260,1,0,0
html body text div div div div a  ,福布斯全球富豪榜,264,1,1,0
html body text div div div div a  ,羽西作客网易商业,268,0,1,0
html body text div div div div a  ,首页,285,1,0,0
html body text div div div div  ,|,286,1,1,0
html body text div div div div a  ,商学院,288,1,1,0
html body text div div div div  ,|,289,1,1,0
html body text div div div div a  ,高端阅读,291,1,1,0
html body text div div div div  ,|,292,1,1,0
html body text div div div div a font  ,评论,295,1,1,0
html body text div div div div  ,|,296,1,1,0
html body text div div div div a  ,娱乐观察,298,1,1,0
html body text div div div div  ,|,299,1,1,0
html body text div div div div a  ,专题,301,1,1,0
html body text div div div div  ,|,302,1,1,0
html body text div div div div a  ,论坛,304,1,1,0
html body text div div div div  ,|,305,1,1,0
html body text div div div div a  ,人物,307,1,1,0
html body text div div div div  ,|,308,1,1,0
html body text div div div div a  ,会展,310,1,1,0
html body text div div div div  ,|,311,1,1,0
html body text div div div div a  ,名人访,313,1,1,0
html body text div div div div a  ,地图,321,1,1,0
html body text div div div div  ,|,322,1,1,0
html body text div div div div a  ,设为首页,324,1,1,0
html body text div div div div  ,|,325,1,1,0
html body text div div div div a  ,文字版,327,1,1,0
html body text div div div a  ,要闻,332,1,1,0
html body text div div div  ,·,333,1,1,0
html body text div div div a  ,国际要闻,335,1,1,0
html body text div div div  ,·,336,1,1,0
html body text div div div a  ,主编直评,338,1,1,0
html body text div div div  ,·,339,1,1,0
html body text div div div a  ,参考消息,341,1,1,0
html body text div div div  ,·,342,1,1,0
html body text div div div a  ,趋势,344,1,1,0
html body text div div div  ,·,345,1,1,0
html body text div div div a  ,产经,347,1,1,0
html body text div div div  ,·,348,1,1,0
html body text div div div a  ,财经,350,1,1,0
html body text div div div  ,·,351,1,1,0
html body text div div div a  ,科技,353,1,1,0
html body text div div div  ,·,354,1,1,0
html body text div div div a  ,综合,356,1,1,0
html body text div div div  ,·,357,1,1,0
html body text div div div a  ,经济学人,359,1,1,0
html body text div div div  ,·,360,1,1,0
html body text div div div a  ,封面,362,1,1,0
html body text div div div  ,·,363,1,1,0
html body text div div div a  ,八卦版,365,1,1,0
html body text div div div  ,·,366,1,1,0
html body text div div div a  ,中国概念股,368,1,1,0
html body text div div div  ,·,369,1,1,0
html body text div div div a  ,企业内幕,371,1,1,0
html body text div div div  ,·,372,1,1,0
html body text div div div a  ,消费真相,374,0,1,0
html body text div table tr td table tr td a  ,网易首页,414,1,0,0
html body text div table tr td table tr td  ,-->,415,1,1,0
html body text div table tr td table tr td a  ,主频道,417,1,1,0
html body text div table tr td table tr td  ,-->,418,1,1,0
html body text div table tr td table tr td a  ,消费真相,420,1,1,0
html body text div table tr td table tr td  ,-->,421,1,1,0
html body text div table tr td table tr td a  ,耐克,423,0,1,0
html body text div table tr td table tr td h1  ,"简单道理捅破""飞人""神话 耐克鞋的气垫""伤机""",447,0,0,1
html body text div table tr td table tr td table tbody tr td a font  ,网易商业报道,472,1,0,0
html body text div table tr td table tr td table tbody tr td a font  ,http://biz.163.com,476,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,查看商业部落,484,1,1,0
html body text div table tr td table tr td table tbody tr td  ,2004-12-10 11:55:08 来源:,490,1,1,0
html body text div table tr td table tr td table tbody tr td font  ,网易商业报道,492,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,发表评论,502,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,查看评论,512,0,1,0
html body text div table tr td table tr td span p strong  ,耐克鞋的气垫“伤机”,552,1,0,1
html body text div table tr td table tr td span p  ,拥有一双售价千元左右的耐克气垫鞋，是不少喜爱运动的青少年梦寐以求的。他们希望穿上气垫鞋后，能够像心目中的飞人乔丹一样“更高、更快、更强”。,555,1,1,1
html body text div table tr td table tr td span p  ,然而，有研究者指出，耐克气垫鞋其实暗藏“伤机”。早在今年2月，长期从事鞋与健康研究的北京正之本人体力学研究所通过传真向耐克中国公司表示：“气垫鞋柔软、穿起来舒适，但是落地时稳定度差，容易造成脚踝扭伤”，公然叫板全球体育用品霸主耐克。,558,0,1,1
html body text div table tr td table tr td span p  ,“真正的飞人是根本不会用气垫鞋的！”北京正之本人体力学研究所所长郑庆生在接受记者采访的时候指出：“并不是如耐克所宣称的那样，每双鞋都有神奇的气垫，尤其是在田径赛场。就拿为刘翔特制的被炒得如日中天那双‘红色魔鞋’来说，大家就看不到气垫的踪影。普通人可能会说：耐克的跑鞋怎么可以没有气垫呢？一双为真正体育明星量身打造的战靴，没有高科技的气垫怎么能行呢？应该有更大、更显眼的气垫才对呀！不管人们如何迷惑，刘翔创造历史的跑鞋的确是看不到气垫的，这是无可否认的事实。不仅如此，在国际大赛的跑道上，人们都无法见到气垫的身影。”,576,1,0,1
html body text div table tr td table tr td span p  ,然而时至今日，耐克方面除了一封礼节性的回复信之外，至今音信皆无。热爱运动的人们依旧对气垫鞋顶礼膜拜着。,579,1,1,1
html body text div table tr td table tr td span p strong  ,简单道理捅破“飞人”神话,583,1,1,1
html body text div table tr td table tr td span p  ,人们了解气垫鞋神奇功能，始于这样一则名为《乔丹之航》的广告影片：一个篮球飞快地滚向露天球场的一端，朝着一位穿着宽松短裤的英俊小伙子滚去。他轻易地用他那双穿着彩色运动鞋的脚，将球勾入掌中；然后，小伙子开始移动，在球场柏油地面的另一端喷射引擎，发出刺耳的噪声，加速运转准备起飞，当引擎咆哮声到顶点时，小伙子一飞冲天。画外音骤起：难道他不是在飞吗？从此，一个飞人横空出世，一种暗示能使人飞翔的高科技气垫鞋也宣告诞生。,586,1,1,1
html body text div table tr td table tr td span p  ,气垫鞋开始成为高科技的代名词，被称为制鞋业的革命，而且成就了世界第一大体育用品公司——耐克。耐克由一个仿造别人产品的小公司，一下跃上世界鞋王宝座。美国各大杂志也出现了耐克的整版广告，宣传这项造成“运动鞋革命性突破”的最新科技：一双价值120美元的飞天迈克尔（AirMax）慢跑鞋“坐”在价值7万元美金的英国罗弗（Rover）轿车上，广告文案写着：“从现在开始，每一种价位的耐克，都有空气吸震系统（airsuspensionsystem）。”伴随着耐克公司的发迹，气垫也由小到大，由薄到厚，由内置变得外露，特别是那种带天窗的，鼓鼓囊囊的气垫仿佛就是一种身份的标志。很多人都认为它可以使运动员跳得更高，跑得更快，还能提供最佳的安全保护。,589,1,1,1
html body text div table tr td table tr td span p  ,其实一个简单的道理就能将“飞人”的神话捅破。郑庆生告诉记者，弹力十足的气垫确实能使人联想起巨大推动力。但是气垫本身并不能产生能量，它的力学性能只是缓冲，比较典型的例子是用于保护跳楼者的救生气垫。把一个吸收能量的缓冲物安装在脚底，对任何一个参加世界大赛的田径运动员来说，都是难以接受的，因为百分之一秒的差距都会让人抱恨终生，来不得半点噱头。甚至为气垫鞋代言的NBA明星皮蓬，也公开抱怨气垫鞋不利于启动和切入，一度穿无气垫的鞋参加比赛。俗话说，实践出真知。郑庆生表示，如果有人不信的话，可以亲身感受一下，穿上气垫鞋跑个百米，跳高跳远也行，看它能使你跳得更高，跑得更快吗？,592,1,1,1
