tag,content,counts,link_next,link_prev,label
html body text  ,//W3C//DTD HTML 4.01 Transitional//EN>,9,1,0,0
html body text title  ,从上海车展看在华布局 现代汽车再次提速-搜狐汽车,11,0,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,搜狐首页,53,1,0,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,56,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,新闻,60,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,63,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,体育,67,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,70,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,娱乐,74,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,77,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,财经,81,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,84,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,IT,88,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,91,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,汽车,95,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,98,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,房产,102,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,105,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,女人,109,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,114,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,短信,118,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,121,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,彩信,125,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,128,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,校友录,132,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,135,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,邮件,139,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,142,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,搜索,146,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,149,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a  ,BBS,153,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td  ,-,156,1,1,0
html body text sohu_cms_include:aut_new_style center sohuheadercode sohu_cms_include:auto_article_top table tr td a font  ,搜狗,161,0,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td h1  ,从上海车展看在华布局 现代汽车再次提速,238,0,0,1
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,AUTO.SOHU.COM 2005年05月13日14:15,256,0,0,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,页面功能【,268,1,0,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,我来说两句(,270,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a span  ,0,272,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,),273,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,】 【,274,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,收藏本文,277,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,】 【,278,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,热点排行,280,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,】【,281,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,推荐,283,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,】【字体：,284,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,大,286,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,中,289,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,小,292,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td  ,】【,293,1,1,0
html body text sohu_cms_include:aut_new_style center table tr td table tr td a  ,打印,295,1,1,0
