tag,content,counts,link_next,link_prev,label
html body text  ,﻿,4,1,0,0
html body text title  ,多维博客 » 播客热潮迅速蔓延 挑逗传统传媒业,8,0,1,0
html body text  ,﻿ ﻿,32,0,0,0
html body text div table tr td a  ,首页,82,1,0,0
html body text div table tr td span  ,|,84,1,1,0
html body text div table tr td a  ,时事,86,1,1,0
html body text div table tr td span  ,|,88,1,1,0
html body text div table tr td a  ,生活,90,1,1,0
html body text div table tr td span  ,|,92,1,1,0
html body text div table tr td a  ,财经,94,1,1,0
html body text div table tr td span  ,|,96,1,1,0
html body text div table tr td a  ,法律,98,1,1,0
html body text div table tr td span  ,|,100,1,1,0
html body text div table tr td a  ,文体,102,1,1,0
html body text div table tr td span  ,|,104,1,1,0
html body text div table tr td a  ,播客,106,1,1,0
html body text div table tr td span  ,|,108,1,1,0
html body text div table tr td a  ,视频,110,1,1,0
html body text div table tr td span  ,|,112,1,1,0
html body text div table tr td a  ,历史,114,1,1,0
html body text div table tr td span  ,|,116,1,1,0
html body text div table tr td a  ,贴图,118,1,1,0
html body text div table tr td a  ,注册,126,1,1,0
html body text div table tr td span  ,|,128,1,1,0
html body text div table tr td a  ,登入,130,1,1,0
html body text div table tr td span  ,|,132,1,1,0
html body text div table tr td a  ,FAQ,134,1,1,0
html body text div table tr td span  ,|,136,1,1,0
html body text div table tr td a  ,多维主页,138,1,1,0
html body text div table tr td  ,|,139,1,1,0
html body text div table tr td a  ,大家论坛,141,1,1,0
html body text div table tr td span  ,2006年12月27日（京港台时间）,145,0,1,0
html body text center table tr td p  ,"Saturday, September 10th, 2005 10:56 am",198,1,0,0
html body text center table tr td p font  ,播客热潮迅速蔓延 挑逗传统传媒业,202,1,1,1
html body text center table tr td p  ,每个人都可以当主持人，任何人都可以通过软件免费下载播客提供的节目，订阅自己喜欢的内容，这种被称为广播下一代的“播客”，一夜间，成了继博客和RSS后网络上的热门话题。据美国研究机构的最新统计，目前美国已有84万人在使用播客，预计到2010年这一数字将上升到5600万。播客在中国的发展速度也将是惊人的，有人预言其“将成为未来互联网传播的一个发展方向”。,205,1,1,1
html body text center table tr td p  ,根据Google搜索的结果，2004年9月有关播客的搜索结果还不到20个，10月初该搜索结果迅速变为5950个，10月底已暴升至85700个，到现在，美国已有84万人使用播客。,208,1,1,1
html body text center table tr td p  ,一夜间，播客成了继博客和RSS后网络上的热门话题，据美国研究机构的最新统计，目前美国已有84万人在使用播客，预计到2010年这一数字将上升到5600万。播客，这种通过互联网传播声讯节目的方式，正在引发最新一轮的网络革命，并吸引着越来越多人的关注。在美国，包括美国有线体育电视网、著名的电视、广播节目主持人在内的许许多多人已经跨进“播客”的行列。,211,1,1,1
html body text center table tr td p  ,与博客相似，播客的诞生也是为了供网友记录生活感悟、与他人分享之用。任何人都可以自己制作声音节目并将其上传到网上与网友分享；也可以选择或订阅别人提供的声音节目，并下载到MP3播放器中随时收听，还可以应用于任何支持MP3播放的设备，如PC和笔记本电脑。当然，与博客相同，用户也可以对各种播客主题发表己见。,214,1,1,1
html body text center table tr td p  ,●播客热潮迅速蔓延,217,1,1,1
html body text center table tr td p  ,播客继承了博客的原创性和大众性，有着浓郁的个性和原创精神。正是这种“原创”和“草根”情结，播客受到了众多网络先锋们的热烈追捧，而且还有迅速主流化的趋势。,220,1,1,1
html body text center table tr td p  ,事实上，去年10月开始，播客在其诞生地美国已火热起来。根据Google搜索的结果，2004年9月有关播客的搜索结果还不到20个，10月初该搜索结果迅速变为5950个，10月底已暴升至8.57万个。不到一个月，CBC广播电台、波士顿公共广播电台和BBC广播电台等开始制作播客内容，到现在，美国已有84万人使用播客。,223,1,1,1
html body text center table tr td p  ,播客在中国的发展也正在加快。目前国内的播客站点主要有：播客天下、土豆播客、中国播客网等；博客网（前身博客中国）也在2004年开通了播客频道，免费提供播客内容的上传下载服务。博客网董事长方兴东认为，音视频表达形式的播客满足了普通网民的表现欲望，也使网民真正成为了互联网的主人，“将成为未来互联网传播的一个发展方向”。,226,1,1,1
html body text center table tr td p  ,●传媒巨头青睐播客,229,1,1,1
html body text center table tr td p  ,至今年7月，国外传统传媒巨头纷纷对“播客”这种新的传播方式展开了圈地运动，ABC、《新闻周刊》、ES-PN、迪斯尼陆续在其网站上推出了免费的“播客”服务；最大的MP3硬件厂商苹果也开始关注播客，在其6月底公布的新版iTunes4.9软件上全面支持播客，通过这一软件，用户可以轻松地订阅超过3000家媒体提供的免费播客内容（包括ABC、BBC、迪斯尼、ESPN等的音频节目内容），iTunes会自动通过互联网把订阅的内容更新到用户的电脑和iPod上；为了更好地支持播客功能，新版的iPod提供易用的播客菜单，包括对播客内容提供书签管理功能及彩色播客图示。,232,1,1,1
html body text center table tr td p  ,从6月28日苹果开通这一服务以来，头两天播客的下载量就达到了100万次，苹果CEO乔布斯乐观地表示，把播客这个新玩意放到iTunes中，就是为了“占据在播客广播的主流地位”。,235,1,1,1
html body text center table tr td p  ,●“新生儿”面临诸多问题,238,1,1,1
html body text center table tr td p  ,作为一个新兴事物，刚刚开始起步的“播客”自然还面临很多问题。,241,1,1,1
html body text center table tr td p  ,首先，播客的节目内容还不够丰富。目前，播客提供的节目主要以音乐为主，其中许多都是自创的地下音乐。单靠个人力量似乎还很难做到能及时更新较高质量的节目。这样，要长期维护一个内容丰富且有稳定观众群的播客，比一般的博客要困难许多。同时播客一旦提供不健康内容，其影响也将是巨大的。,244,1,1,1
html body text center table tr td p  ,其次，提供音频和视频内容的播客，使本来已经很麻烦的互联网版权问题更加复杂。与现场直播的广播节目和网络音乐有所不同，播客节目完全依靠用户自身下载和储存，因此有些歌曲和内容可能会出现数千个版本，这有可能会引发法律纠纷。美国唱片工会表示：“播客在使用其它音乐时，一定要获得版权所有者或制作人的许可。”,247,1,1,1
html body text center table tr td span  ,(本文发表于首页,252,1,1,0
html body text center table tr td span a  ,批评与建议,254,1,1,0
html body text center table tr td span  ,", 已被阅读178次)",255,1,1,0
html body text center table tr td div span  ,本文通告引用(Trackback)链接: /wp-trackback.php?p=1700,262,1,1,0
html body text center table tr td h3  ,《播客热潮迅速蔓延 挑逗传统传媒业》已有1件评论,266,1,1,1
html body text center table tr td ol li a cite font  ,新宠,275,1,1,0
html body text center table tr td ol li a font  ,的评论,277,1,1,0
html body text center table tr td ol li small  ,"September 19th, 2005 at 7:32 pm",282,1,1,0
html body text center table tr td ol li p  ,播客：10分钟拥有私人声音平台,285,1,1,0
html body text center table tr td ol li p  ,花10分钟时间，就能拥有一个自己的私人声音平台。这在以前是无法想象的“天方夜谈”，如今已成现实。,288,1,1,1
html body text center table tr td ol li p  ,把这一幻想变成现实的，正是目前网络上的“新宠”———“播客”。,291,1,1,1
html body text center table tr td ol li p  ,●人人都可有声音平台,294,1,1,1
html body text center table tr td ol li p  ,在银行工作的王小姐，这几天一下班就赶回家上网，不聊天，也不发电子邮件，而是把自己当天想说的话录制下来放在一个播客网上。不用多久，她的好友们便能在不同的地方上网“收听”到这段录音。,297,1,1,1
html body text center table tr td ol li p  ,像王小姐这样的“播客”，正是当下网络最新名词。播客，即“有声博客”。根据英语Blog翻译而来的博客，意为“网络日志”或写“网络日志”的人。而播客译自“Podcast”，不仅兼容博客的特点，还可以把自己制作或下载的声音片段甚至视频文件上传到网络与他人共享。,300,1,1,1
html body text center table tr td ol li p  ,播客的横空出世，意味着网络日志从无声走向有声，从文字图片的表达走向声音视频的立体表达阶段。,303,1,1,1
html body text center table tr td ol li p  ,●挑战传统大众传媒,306,1,1,1
html body text center table tr td ol li p  ,短短几个月，美国的“播客”人数已近百万。在中国，播客天下、土豆播客、中国播客及博客中国动听播客等网站相继成立。可以预见的是，由于播客兼容博客的特点，博客也将纷纷“升级”为播客。中国目前的博客人数已有近千万，每天近20万篇博客日志在网上出炉。,309,1,1,1
html body text center table tr td ol li p  ,播客的出现再次挑战了传统大众传媒。只要拥有一台上网电脑和一个麦克风，每个人都可以成为播客向全世界播音，并藉此掌握话语权。“红鲤鱼”网站这样评价播客技术：“就像收音机一样，播客让每个人都有发言的机会，同时每个收音者都可自主选择。”也就是说所有受众，不再仅仅充当传媒内容的被动接收者，转而充当具有自主性的主动接收者；也不再仅仅是传媒内容的消费者，更是传播内容的制造者。,312,1,1,1
html body text center table tr td ol li p  ,●自由更需“自律”,315,1,1,1
html body text center table tr td ol li p  ,专家预言，写博客听播客，不日就将成为网民的一种主要网络生存方式。然而，播客技术在让许多人欢欣鼓舞的同时，另一个棘手的问题也随之而来。,318,1,1,1
html body text center table tr td ol li p  ,因为准入门槛低，播客内容藉此丰富多彩，但是泥沙俱下、鱼龙混杂也对听众的鉴别力构成挑战。近日，继博客“木子美”之后，播客“木子美”也在网络上蠢蠢欲动。这位“新版”木子美在播客上宣称：“我们不像木子美与流氓燕那样出卖身体，我们只是出卖自己的声音。”随着播客人群的逐渐扩大，类似的声音将越来越多。,321,1,1,1
html body text center table tr td ol li p  ,对此，学者认为，播客平台的出现，让个体声音得到最充分释放的同时，势必也让一些与传统美学相悖的声音得到释放。因为接收面广，这就要求播客们需要一定程度的道德自律。但从另一方面讲，播客上出现的各种声音，既是对社会现状的一种主观反映，流传之后势必产生大量信息反馈，所以，也将受到社会舆论对自身言论进行的审视和监督。由于准入门槛太低，更需要有关部门加强对“博客”和“播客”的管理。,324,1,1,1
html body text center table tr td h3  ,发表评论,331,1,1,0
html body text center table tr td form p label small  ,发表名,340,1,1,0
html body text center table tr td form p label small  ,E-mail (不显示在评论中),347,1,1,0
html body text center table tr td form p label small  ,个人主页,354,0,1,0
html body text center table tr td form p small  ,(评论中可使用以下tags:,373,0,0,0
html body text center table tr td form p small a abbr acronym b blockquote code em i strike strong  ,),395,0,0,0
html body text center table tr td a font u  ,太小心,417,1,0,0
html body text center table tr td span font  ,[作者简介],424,1,1,0
html body text center table tr td span  ,(个人情况保密),425,1,1,0
html body text center table tr td span  ,[太小心]个人类别,430,1,1,0
html body text center table tr td ul a  ,未归类,435,1,1,0
html body text center table tr td ul  ,(88),436,1,1,0
html body text center table tr td ul a  ,歷史,440,1,1,0
html body text center table tr td ul  ,(25),441,1,1,0
html body text center table tr td ul a  ,貪圖,445,1,1,0
html body text center table tr td ul  ,(15),446,1,1,0
html body text center table tr td ul a  ,軍情,450,1,1,0
html body text center table tr td ul  ,(7),451,1,1,0
html body text center table tr td ul a  ,財金,455,1,1,0
html body text center table tr td ul  ,(31),456,1,1,0
html body text center table tr td ul a  ,正治,460,1,1,0
html body text center table tr td ul  ,(5),461,1,1,0
html body text center table tr td ul a  ,雜扯,465,1,1,0
html body text center table tr td ul  ,(33),466,1,1,0
html body text center table tr td ul a  ,補文化,470,1,1,0
html body text center table tr td ul  ,(22),471,1,1,0
html body text center table tr td span  ,[太小心]存档目录,478,1,1,0
html body text center table tr td ul li a  ,April 2006,484,1,1,0
html body text center table tr td ul li a  ,March 2006,488,1,1,0
html body text center table tr td ul li a  ,February 2006,492,1,1,0
html body text center table tr td ul li a  ,January 2006,496,1,1,0
html body text center table tr td ul li a  ,December 2005,500,1,1,0
html body text center table tr td ul li a  ,November 2005,504,1,1,0
html body text center table tr td ul li a  ,October 2005,508,1,1,0
html body text center table tr td ul li a  ,September 2005,512,1,1,0
html body text center table tr td ul li a  ,August 2005,516,1,1,0
html body text center table tr td span  ,[太小心]最新文章,522,1,1,0
html body text center table tr td ul li a  ,王朔谈他在美国的观感－－出乎你的预料！,528,1,1,0
html body text center table tr td ul li a  ,人文杂志难以走出寒冬,532,1,1,0
html body text center table tr td ul li a  ,播客 成为互联网新贵,536,1,1,0
html body text center table tr td ul li a  ,广州市委书记因何被人恨得牙痒痒？[图文],540,1,1,0
html body text center table tr td ul li a  ,真正的复旦校花：计算机系陆美眉生活照(组图),544,1,1,0
html body text center table tr td span  ,对[太小心]文章的最新评论,550,1,1,0
html body text center table tr td ul li  ,〖,555,1,1,0
html body text center table tr td ul li font  ,倪育贤,557,1,1,0
html body text center table tr td ul li  ,〗回复:,558,1,1,0
html body text center table tr td ul li a  ,《性侵犯？倪育贤：我是被誣陷的！ 》,560,1,1,0
html body text center table tr td ul li font  ,"是呵, 我玩过好多女人,那两个女孩子算得上什么? 你拿证据来控...",563,1,1,0
html body text center table tr td ul li  ,(2006-12-24 03:45:27),565,1,1,0
html body text center table tr td ul li  ,〖,567,1,1,0
html body text center table tr td ul li font  ,没事,569,1,1,0
html body text center table tr td ul li  ,〗回复:,570,1,1,0
html body text center table tr td ul li a  ,《王 丹：我们已经看到中国民主的希望》,572,1,1,0
html body text center table tr td ul li font  ,"拿了人家的钱就是手软,说话都没什么底气",575,1,1,0
html body text center table tr td ul li  ,(2006-12-04 23:40:22),577,1,1,0
html body text center table tr td ul li  ,〖,579,1,1,0
html body text center table tr td ul li font  ,没事,581,1,1,0
html body text center table tr td ul li  ,〗回复:,582,1,1,0
html body text center table tr td ul li a  ,《王 丹：我们已经看到中国民主的希望》,584,1,1,0
html body text center table tr td ul li font  ,"王丹从一个热血青年变成了令人讨厌假民主吹捧者,没什么进步",587,1,1,0
html body text center table tr td ul li  ,(2006-12-04 23:38:25),589,1,1,0
html body text center table tr td ul li  ,〖,591,1,1,0
html body text center table tr td ul li a  ,century,593,1,1,0
html body text center table tr td ul li  ,〗回复:,594,1,1,0
html body text center table tr td ul li a  ,《林彪叛逃前11天被杀 女演员李香芝和她的冤案 》,596,1,1,0
